商品ｺｰﾄﾞ,商品名,単位,種別,主仕入先ｺｰﾄﾞ,1
S701155D09200,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 7030NS,kg,001,701155,1
S701155D09300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3555N,kg,001,701155,1
S701155D09400,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3855B,kg,001,701155,1
S701155D09500,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ 7206 BK,Kg,001,701155,1
S701155D09600,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FA90EB BK,kg,001,701155,1
S701155D09700,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FB BK,kg,001,701155,1
S701155D09800,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FC BK,kg,001,701155,1
S701155D09900,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55FB BK2,kg,001,701155,1
S701155D10000,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 LGY9,kg,001,701155,1
S701155D10001,ﾐﾂﾋﾞｼ ｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 BK,,001,701155,1
S701155D10100,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HA LGY,kg,001,701155,1
S701155D10200,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HB LGY4,kg,001,701155,1
S701155D10300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE70LB ﾗｲﾄｸﾞﾚｰ,kg,001,701155,1
S701155D10400,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE80EE BK,kg,001,701155,1
S701155D10500,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FG50EB N,kg,001,701155,1
S701155D10600,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝFE65HB-BK F1400-2,kg,001,701155,1
S701155D10700,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝFE70EA ﾌﾞﾗｯｸ,kg,001,701155,1
S701155D10800,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K530CA2 BK,kg,001,701155,1
S701155D10900,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K761BT-N-638-S1,kg,001,701155,1
S701155D11000,ﾐﾂﾋﾞｼｶｶﾞｸ ｽﾐﾌﾚｯｸｽ K900AF BL,kg,001,701155,1
S701155D11100,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧｯﾌﾞﾛｯｸSJ8400B(ﾗﾊﾞﾛﾝ,kg,001,701155,1
S701155D11200,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SE8400B(ﾗﾊﾞﾛﾝ,kg,001,701155,1
S701155D11300,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SJ4400B 黒(ﾗﾊﾞ,kg,001,701155,1
S701155D11400,ﾐﾂﾋﾞｼｶｶﾞｸ ﾃｨﾌｧﾌﾞﾛｯｸ SJ5400N(ﾗﾊﾞﾛﾝ,kg,001,701155,1
S701155D11500,ﾐﾂﾋﾞｼｶｶﾞｸ ﾋﾞﾆｶ CA88NA（黒）LOT:25kg,kg,001,701155,1
S701155D11600,ﾐﾂﾋﾞｼｶｶﾞｸ ﾋﾞﾆｶ D3096K BK,kg,001,701155,1
S701155D11601,ﾋﾞﾆｶCE60EA(C2798ﾀﾞｰｸｸﾞﾚｰ)*,,001,701155,1
S701155D11700,ﾐﾂﾋﾞｼﾚｲﾖﾝ ｱｸﾘﾍﾟｯﾄ RF040,kg,001,701155,1
S701155D11800,ﾐﾂﾋﾞｼﾚｲﾖﾝ ｱｸﾘﾍﾟｯﾄ VH NS530,kg,001,701155,1
S701155D11900,ﾓﾋﾞﾛﾝ P27EST(ｳﾚﾀﾝ樹脂) (20kgﾛｯﾄ),kg,001,701155,1
S701155D12000,ﾘｹﾝ LG-0549 72-0322ｸﾛ  PVC (UFO),kg,001,701155,1
S701155D12100,ﾘｹﾝ ﾚｵｽﾄﾏｰE3180 ZR50030,kg,001,701155,1
S701155D12200,ﾘｹﾝﾃｸﾉｽ BBL1281A (HDA50) ｸﾞﾚｰ,kg,001,701155,1
S701155D12300,SA-CP-20MB（5部添加）（日本ﾌﾟﾗｽ工業,kg,001,701155,1
S701155D13000,ZR20189 ｼﾌﾟﾈｽｶﾗｰ(ｻﾝﾄﾌﾟﾚﾝ201-87ｸﾞﾚｰ）,kg,001,701155,1
S701155D13101,MB/EKM-75152-21,kg,001,701155,1
S701155I00101,MB/ASKM-75153-15 ｸﾞﾚｰ,ｋｇ,001,701155,1
S701155I00201,MR10048(屋外照明ｶﾊﾞｰ乳白用)125kg以上,ｋｇ,001,701155,1
S701155I00301,SE-855 ｸﾛ,ｋｇ,001,701155,1
S701155I00401,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-73 50kg,ｋｇ,001,701155,1
S701155I00402,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-73 100kg,ｋｇ,001,701155,1
S701155I00403,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-87 50kg,ｋｇ,001,701155,1
S701155I00404,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ101-87 100kg,ｋｇ,001,701155,1
S701155I00405,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ103-50 100kg,ｋｇ,001,701155,1
S701155I00406,ｴｸｿﾝﾓｰﾋﾞﾙ ｻﾝﾄﾌﾟﾚｰﾝ103-50 300kg,ｋｇ,001,701155,1
S701155I00407,ｻﾝﾄﾌﾟﾚｰﾝ 121-68W228,ｋｇ,001,701155,1
S701155I00408,ｻﾝﾄﾌﾟﾚｰﾝ 8211-25,ｋｇ,001,701155,1
S701155I00501,ｸﾚｵﾚｯｸｽ K4125 1t未満,ｋｇ,001,701155,1
S701155I00503,ｸﾚｵﾚｯｸｽ K4750 1t未満,ｋｇ,001,701155,1
S701155I00504,ｸﾚｵﾚｯｸｽ K4750 1t以上,ｋｇ,001,701155,1
S701155I00601,ｻﾝﾌﾟﾚｰﾝ F1400-2 FE65HB　BK,ｋｇ,001,701155,1
S701155I00701,ﾀﾌﾏｰ A-4050S,ｋｇ,001,701155,1
S701155I00801,ﾃｸﾉ150 BR21113 ﾗｲﾄｸﾞﾚｰ,ｋｇ,001,701155,1
S701155I00901,ﾃﾌｧﾌﾞﾛｯｸ SE8400B(旧ﾗﾊﾞﾛﾝ),ｋｇ,001,701155,1
S701155I01001,ﾃﾞﾙﾍﾟｯﾄ 60N,ｋｇ,001,701155,1
S701155I01002,ﾃﾞﾙﾍﾟｯﾄ 80N,ｋｇ,001,701155,1
S701155I01003,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 25kg以上,ｋｇ,001,701155,1
S701155I01004,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 50kg以上,ｋｇ,001,701155,1
S701155I01005,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 75kg以上,ｋｇ,001,701155,1
S701155I01006,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 100kg以上,ｋｇ,001,701155,1
S701155I01007,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 125kg以上,ｋｇ,001,701155,1
S701155I01008,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 300kg以上,ｋｇ,001,701155,1
S701155I01101,ﾉﾃｨｵ PN-3560,ｋｇ,001,701155,1
S701155I01201,ﾊﾟﾗﾍﾟｯﾄ G1000,ｋｇ,001,701155,1
S701155I01202,ﾊﾟﾗﾍﾟｯﾄ SA-CW001-1000(次回単価確認),ｋｇ,001,701155,1
S701155I01203,ﾊﾟﾗﾍﾟｯﾄ SA-FW001-1000 (次回単価確認),ｋｇ,001,701155,1
S701155I01301,ﾊﾟﾝﾗｲﾄ LV-2250Y NAT 25kg以上,ｋｇ,001,701155,1
S701155I01302,ﾊﾟﾝﾗｲﾄ ML-3104ZHP/TG2525,ｋｇ,001,701155,1
S701155I01303,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 100kg未満,ｋｇ,001,701155,1
S701155I01304,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 100kg以上,ｋｇ,001,701155,1
S701155I01305,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 1000kg以上,ｋｇ,001,701155,1
S701155I01306,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 100kg未満,ｋｇ,001,701155,1
S701155I01307,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 100kg以上,ｋｇ,001,701155,1
S701155I01308,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 1000kg以上,ｋｇ,001,701155,1
S701155I01309,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 100kg未満,ｋｇ,001,701155,1
S701155I01310,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 100kg以上,ｋｇ,001,701155,1
S701155I01311,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 1000kg以上,ｋｇ,001,701155,1
S701155I01312,ﾊﾟﾝﾗｲﾄ MN-4805Z 100kg未満,ｋｇ,001,701155,1
S701155I01313,ﾊﾟﾝﾗｲﾄ MN-4805Z 100kg以上,ｋｇ,001,701155,1
S701155I01314,ﾊﾟﾝﾗｲﾄ MN-4805Z 1000kg以上,ｋｇ,001,701155,1
S701155I01315,ﾊﾟﾝﾗｲﾄML-4104ZHP TG2533 (PC原料),ｋｇ,001,701155,1
S701155I01316,ﾊﾟﾝﾗｲﾄ ML-3302ZHS,ｋｇ,001,701155,1
S701155I01401,ﾋﾞﾆｶ D1148 GY13(樹脂金具),ｋｇ,001,701155,1
S701155I01501,ﾘﾝｸﾛﾝ HZ083 25kg～,ｋｇ,001,701155,1
S701155I01502,ﾘﾝｸﾛﾝ XLE830N 100kg～ Ito,ｋｇ,001,701155,1
S701155I01503,ﾘﾝｸﾛﾝ XVF600N,ｋｇ,001,701155,1
S701155I01601,三井化学 TPX DX845　100kg未満,ｋｇ,001,701155,1
S701155I01602,三井化学 TPX DX845　100kg以上,ｋｇ,001,701155,1
S701155I01701,出光PP E105GM 2t未満,ｋｇ,001,701155,1
S701155I01801,ﾋﾞﾆｶCE60EA(C2798ﾀﾞｰｸｸﾞﾚｰ)*,,001,701155,1
S701155I01901,851Z-IO2 (ﾊｰﾈｽｶﾊﾞｰ),kg,001,701155,1
S701155I02001,ﾋﾞｽﾀﾏｯｸｽ VM6102 Lot:1000kg/運賃込 石,kg,001,701155,1
S701155I02002,ﾋﾞｽﾀﾏｯｸｽ VM6102 Lot:5000kg 石狩入れ,kg,001,701155,1
S701155I02101,ﾉﾊﾞﾃｯｸ EG8B Lot:1t未満 石狩入れ,kg,001,701155,1
S701155I02102,ﾉﾊﾞﾃｯｸ EG8B Lot:1t以上 石狩入れ,kg,001,701155,1
S701155I02201,ﾀｹﾊﾗｶｶﾞｸ MAX2080K Lot:100kg 石狩入れ,kg,001,701155,1
S701155I02202,ﾀｹﾊﾗｶｶﾞｸ MAX2080K Lot:300kg 石狩入れ,kg,001,701155,1
S701155I02301,LANXESS(ﾃﾞｭﾚﾀﾝ AKV325 GF25%入り）,kg,001,701155,1
S701185D00101,ﾘｹﾝ KBC9060Q 42-0414 ｸﾛ,,001,701185,1
S701185D00201,ﾘｹﾝ KBC0730A 42-0414 ｸﾛ,,001,701185,1
S701185D00301,ﾘｹﾝ KBS0292A 40-1017 ﾄｳﾒｲ,,001,701185,1
S701185D00401,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3080N 78-1229 ﾗｲﾄﾌﾞﾗｳﾝ,,001,701185,1
S701185D00501,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 72-1252 ﾀﾞｰｸｸﾞﾚｰ,,001,701185,1
S701185D00601,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 78-1221 ｺｹﾞﾁｬ,,001,701185,1
S701185D00701,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 82-1334　ｸﾞﾚｰ,,001,701185,1
S701185D00801,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N ﾅﾁｭﾗﾙ,,001,701185,1
S701185D00901,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N-1 ﾅﾁｭﾗﾙ,,001,701185,1
S701185D01001,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ E-150GK ﾅﾁｭﾗﾙ,kg,001,701185,1
S701185D01002,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ J715M ﾅﾁｭﾗﾙ,kg,001,701185,1
S701185D01010,日本ﾎﾟﾘﾌﾟﾛ ｳｪｲﾏｯｸｽ EX8000（PP）,kg,001,701185,1
S701185D01011,東洋ｽﾁﾚﾝ E640N,kg,001,701185,1
S701185D01012,ﾆﾎﾝA＆L 透明ABS ST-101,kg,001,701185,1
S701185D01013,東洋ｽﾁﾚﾝ EX7,kg,001,701185,1
S701185D01101,3Mｼﾞｬﾊﾟﾝ THV221GZ,kg,001,701185,1
S701185D01102,3MﾀｲﾆｵﾝTHV221GZ（50kg以上）,kg,001,701185,1
S701185D01201,ｱｻﾋｶｾｲ ｱｻｸﾘﾝNEWEX,,001,701185,1
S701185D01301,ｱｻﾋｶｾｲ ｽﾀｲﾗｯｸAS783 R5802 500kg未満,kg,001,701185,1
S701185D01302,ｱｻﾋｶｾｲ ｽﾀｲﾗｯｸAS783 R5802 500以上,kg,001,701185,1
S701185D01401,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｱﾙｸﾘﾝ J2060W,kg,001,701185,1
S701185D01501,ｱﾛﾝｶｾｲ AR-5393B3 25kg,kg,001,701185,1
S701185D01601,ｱﾛﾝｶｾｲ GB-4 25kg,kg,001,701185,1
S701185D01701,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-731N 100kg未満,kg,001,701185,1
S701185D01702,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-731N 100kg以上,kg,001,701185,1
S701185D01801,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-741N 100kg未満,kg,001,701185,1
S701185D01901,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 100kg未満,kg,001,701185,1
S701185D01902,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 100kg以上,kg,001,701185,1
S701185D01903,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 1000kg以上,kg,001,701185,1
S701185D02001,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-815C 100kg未満,kg,001,701185,1
S701185D02002,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-815C 100kg以上,kg,001,701185,1
S701185D02101,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-830C,kg,001,701185,1
S701185D02201,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-850C (100kg未満),kg,001,701185,1
S701185D02202,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-850C (100kg以上),kg,001,701185,1
S701185D02301,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-30N 100kg未満,kg,001,701185,1
S701185D02401,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-50N 100kg未満,kg,001,701185,1
S701185D02402,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-50N 100kg以上,kg,001,701185,1
S701185D02501,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-0,kg,001,701185,1
S701185D02601,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-15,kg,001,701185,1
S701185D02701,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-45,kg,001,701185,1
S701185D02711,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-65,kg,001,701185,1
S701185D02801,ｴﾝｹﾞｰｼﾞ8100　※ｼﾖｳｼﾅｲ,kg,001,701185,1
S701185D02901,ﾀﾞｳｹﾐｶﾙ ｴﾝｹﾞｰｼﾞ8480 ※ｼﾖｳｼﾅｲ,kg,001,701185,1
S701185D03001,ｵｶﾀﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ ｶﾞﾑｾﾝ ARX-550,kg,001,701185,1
S701185D03101,ｵｶﾀﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ ｶﾞﾑｾﾝ ARX-650,kg,001,701185,1
S701185D03201,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AEX-1897 PWO66ｸﾞﾚｰ,kg,001,701185,1
S701185D03301,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AN-490 901 ﾌﾞﾗｯｸ,kg,001,701185,1
S701185D03401,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AN-490 PH123 ｸﾞﾚｰ,kg,001,701185,1
S701185D03501,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ GA-704 N,kg,001,701185,1
S701185D03601,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ SR ﾅﾁｭﾗﾙ 300kg未満,,001,701185,1
S701185D03701,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ SR ｸﾛ,,001,701185,1
S701185D03801,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ ST-600 ICE,kg,001,701185,1
S701185D03901,ﾀｶﾊﾗｶｶﾞｸ  MAX 1180K,kg,001,701185,1
S701185D04001,ﾀｶﾊﾗｶｶﾞｸ  MAX 5070K,kg,001,701185,1
S701185D04101,ﾀｹﾊﾗｶｶﾞｸ  MAX 2070T,,001,701185,1
S701185D04201,ﾀｹﾊﾗｶｶﾞｸ  MAX 2080K,,001,701185,1
S701185D04301,ﾆﾎﾝA&L ﾀﾌﾄﾚｰｽ C10,,001,701185,1
S701185D04401,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾊｲｾﾞｯｸｽ6300M,kg,001,701185,1
S701185D04501,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV40LX,ｋｇ,001,701185,1
S701185D04502,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV170,ｋｇ,001,701185,1
S701185D04503,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV260,ｋｇ,001,701185,1
S701185D04504,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ V421,ｋｇ,001,701185,1
S701185D04601,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV460,kg,001,701185,1
S701185D04701,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EVA V-5401,kg,001,701185,1
S701185D04801,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EVA V-5961,kg,001,701185,1
S701185D04901,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ V523,kg,001,701185,1
S701185D05001,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝ E390EOBA,,001,701185,1
S701185D05101,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝ E390P NAT,,001,701185,1
S701185D05201,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝU375PJBE ｸﾞﾚｰ,,001,701185,1
S701185D05281,ﾐﾂｲｶｶﾞｸ ﾌｫﾙﾃｨﾓ XCT-3095,,001,701185,1
S701185D05301,ﾘｹﾝ LQR7466N ｹﾞﾙ,,001,701185,1
S701185D05401,ﾐﾂｲﾃﾞｭﾎﾟﾝ EVA-P1403,,001,701185,1
S701185D05402,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ3655N,kg,001,701185,1
S701185D05501,7206 LGY4(181) ﾗｲﾄｸﾞﾚｰ,,001,701185,1
S701185D05601,7206 WH00 (軟)非鉛(旧7822WH02),,001,701185,1
S701185D05701,BBG0171C 12-0696ｸﾛ 3,,001,701185,1
S701185D05801,BBV0087B 12-0016ｸﾛ*,,001,701185,1
S701185D05901,BBV0154A 23-1039 赤･,,001,701185,1
S701185D06001,BBV0154A 25-1101 黄･,,001,701185,1
S701185D06101,BBV0154A 25-1429ｸﾘｰﾑ･,,001,701185,1
S701185D06201,BBV0154A 27-1139 青 ･,,001,701185,1
S701185D06301,BBV0318A 26-1298ｸﾞﾘｰﾝ･,,001,701185,1
S701185D06401,BBV0382A 12-0016ｸﾛ,,001,701185,1
S701185D06501,BBV1289A 11-1826(ｵﾌﾎﾜｲﾄ),kg,001,701185,1
S701185D06601,BCV9722N 10-1714 ﾌﾞﾙｰﾄｰﾒｰ ･,,001,701185,1
S701185D06701,BDG0003A 28-1081ﾌﾞﾗｳﾝ,,001,701185,1
S701185D06801,BML9779N 22-1873ﾗｲﾄｸﾞﾚｰ,,001,701185,1
S701185D06901,BVV0643B 12-0018ｸﾛ･,,001,701185,1
S701185D07001,BVV0643C 12-0018 ｸﾛ,,001,701185,1
S701185D07101,BZV7280N 12-0013 ｸﾛ,,001,701185,1
S701185D07201,D456 BR14,,001,701185,1
S701185D07301,D456 LBR25,,001,701185,1
S701185D07401,D456 WH14(#20)ｱｲﾎﾞﾘｰ(硬),,001,701185,1
S701185D07501,DYNARON 1320P,,001,701185,1
S701185D07601,EBH0108A 89-1043 ｸﾛ,,001,701185,1
S701185D07701,EX215 WUA2094B,,001,701185,1
S701185D07801,FC60DA GY3 (7822),,001,701185,1
S701185D07901,FC60DA W 7822 (FE60MA W2),,001,701185,1
S701185D08001,HE3422 BK01(B),,001,701185,1
S701185D08101,MC1-21-13487 ﾌﾞﾙｰ,,001,701185,1
S701185D08201,MC2-24-12957 ﾌﾞﾗｳﾝ(5.5),,001,701185,1
S701185D08301,MC加工 2-22-16332,,001,701185,1
S701185D08401,MC加工 9-25-5964,,001,701185,1
S701185D08501,NCL AN4213C,,001,701185,1
S701185D08601,NS-1613 22-0287 ｸﾞﾚｰ,,001,701185,1
S701185D08701,NS-1613 81-0586 ｼﾛ,,001,701185,1
S701185D08801,NS-1613 85-0515 ｱｲﾎﾞﾘ,,001,701185,1
S701185D08901,RE-3332 35-0902 黄,,001,701185,1
S701185D09001,RE-3332 42-0414 黒･,,001,701185,1
S701185D09101,RE-3332 94-0676 ﾋﾟﾝｸ,,001,701185,1
S701185D09201,RE-3454 46-0099ｸﾞﾘｰﾝ,,001,701185,1
S701185D09301,RE-3845 40-1207ｸﾛﾄｰﾒ,,001,701185,1
S701185D09401,S2208 DBR,,001,701185,1
S701185D09501,S2208 W5 (#20),,001,701185,1
S701185D09601,S-40SN,,001,701185,1
S701185D09701,SE-3A CPS1018A ｱｲﾎﾞﾘｰ 美唄,,001,701185,1
S701185D09801,SE-3A FPS1034A ｳｽﾁｬ 美唄,,001,701185,1
S701185D09901,TN-4151 12-0013ｸﾛ,,001,701185,1
S701185D10001,TN-4453 10-0004 透明,,001,701185,1
S701185D10101,TPO No.578 素材,,001,701185,1
S701185D10201,TPO ｻｰﾘﾝｸ SL-3160 (使用ｼﾅｲ),,001,701185,1
S701185D10301,VP-1 4-28-13104(ｸﾞﾚｰ)Kﾏｯｸ,,001,701185,1
S701185D10401,YT346 KI NP,,001,701185,1
S701185D10501,YT-346 LA3940,,001,701185,1
S701185D10601,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-75,kg,001,701185,1
S701185D10701,HB332R,kg,001,701185,1
S701185D10702,BJS‐MU,kg,001,701185,1
S701185D10801,ｹﾞﾙ･ｸﾞﾘｰﾝ+（ﾌﾟﾗｽ）1Lﾎﾞﾄﾙ,kg,001,701185,1
S701185D10901,UMG AES WH50 一般着色 白,kg,001,701185,1
S701185D11001,RS72　0.7㎜1100㎜幅×2000m巻,ｍ,001,701185,1
S701185D11002,RS82　0.7㎜1050㎜幅×2000m巻,ｍ,001,701185,1
S701185D11101,Pﾀﾙｸ（竹原化学工業／稲畑産業）20㎏,kg,001,701185,1
S701185D11102,LQR1030A,kg,001,701185,1
S701185D12101,ｶｰﾈﾙ　KJ-640T,,001,701185,1
S701185D12102,ｶｰﾈﾙ　KJ-640T　1t以上,,001,701185,1
S701185H00101,ｸﾞﾗﾏｲﾄﾞ T-663G30(黒),kg,001,701185,1
S701185I00201,AR-SC-15,ｋｇ,001,701185,1
S701185I00202,AR-SC-65,ｋｇ,001,701185,1
S701185I00301,BBG0258A 16-1532 ﾓｽｸﾞﾘｰﾝ　I,ｋｇ,001,701185,1
S701185I00302,BBG0258A 18-2387 ﾍﾞｰｼﾞｭ I,kg,001,701185,1
S701185I00303,BBG0258A 12-0016 ｸﾛ I,kg,001,701185,1
S701185I00304,BBG0258A 29-1641 ｶｰｷｰ I,ｋｇ,001,701185,1
S701185I00401,BBL0339A　I　注文時単価確認,ｋｇ,001,701185,1
S701185I00501,XBBL0497A 29-1713 ﾀﾞｰｸｸﾞﾚｰ　I X,ｋｇ,001,701185,1
S701185I00502,BBL0497A 22-2347 ｸﾞﾚｰ　I,ｋｇ,001,701185,1
S701185I00503,BBL0497A 29-1713 ﾀﾞｰｸｸﾞﾚｰ　I,ｋｇ,001,701185,1
S701185I00601,BBV0142A　I　注文時単価確認,ｋｇ,001,701185,1
S701185I00701,BBV0382A 12-0016 黒　I,ｋｇ,001,701185,1
S701185I00801,BBV0566A　I,ｋｇ,001,701185,1
S701185I00901,BZG0143A 20-9274 ﾒﾀﾘｯｸ(P17ｻｲﾄﾞﾃｰﾌﾟ)I,ｋｇ,001,701185,1
S701185I00902,BZG0143A 29-1713 ﾀﾞｰｸｸﾞﾚｰ A95度 I,ｋｇ,001,701185,1
S701185I01001,BZG9875T 10-7415 ｵﾚﾝｼﾞﾒﾀ　I,ｋｇ,001,701185,1
S701185I01002,BZG9875T 10-7877 ﾊﾟｰﾙﾌﾞﾗｳﾝ　I,Ｋｇ,001,701185,1
S701185I01003,BZG9875T 10-7883 ﾒﾀﾘｯｸﾌﾞﾗｳﾝ　I,ｋｇ,001,701185,1
S701185I01004,BZG9875T 10-8420 ﾛｰｽﾞﾋﾟﾝｸ　I,ｋｇ,001,701185,1
S701185I01005,BZG9875T 10-8632 ﾒﾀﾘｯｸｸﾞﾘｰﾝ　I,ｋｇ,001,701185,1
S701185I01006,BZG9875T 10-8635 ﾒﾀﾘｯｸｷﾐﾄﾞﾘ　I,ｋｇ,001,701185,1
S701185I01007,BZG9875T 10-8730 ﾒﾀﾘｯｸﾌﾞﾙｰ　I,ｋｇ,001,701185,1
S701185I01008,BZG9875T 10-8735 ﾒﾀﾘｯｸﾌﾞﾙｰ I,kg,001,701185,1
